,name,num
165300,phonograph,1.0
179636,junk,1.0
179645,forgotten,1.0
179655,storybook,1.0
179661,toy airplane,1.0
179668,keepsake,1.0
179670,propeller airplane,1.0
198318,auctioneer,1.0
201385,confidence game,1.0
221810,honey pot,1.0
157657,country singer,3.0
193217,body modification,1.0
161293,extraterrestrial life form,1.0
203519,europa,1.0
199630,clean comedy,3.0
18295,food critic,4.0
228232,tonto,1.0
173629,perestrojka,1.0
173631,mikhail gorbachev,1.0
173634,reference to lenin,1.0
173635,young pioneer,1.0
173637,reference to boris yeltsin,1.0
173642,first day of school,1.0
237302,railroad car,1.0
159747,diamond theft,2.0
184188,macau,3.0
201911,agency,1.0
191415,special feature,1.0
33067,drug bust,2.0
220376,vhs tapes,2.0
220509,worldwide disaster,1.0
220510,cry wolf,1.0
210654,mushrooms,1.0
221095,lakefront,1.0
186957,federal marshal,1.0
10638,pharmacology,2.0
192606,nutrition,3.0
211558,body,1.0
236997,topless,1.0
237839,penis ripped off,1.0
219391,fax,1.0
219392,indian ocean,1.0
192638,camel race,1.0
217326,space flights,1.0
15070,forever,2.0
176783,save,1.0
202620,megalomaniacal,1.0
202621,chaotic,1.0
202623,mind,1.0
197702,day in a life,1.0
206865,latvia,4.0
190700,health and safety,2.0
221868,athelete,1.0
215001,rattlesnake,3.0
207199,police department,3.0
157301,manchester united,1.0
193078,bow hunting,1.0
220629,anti war argument,1.0
228897,paranormal investigator,1.0
228936,annabelle,2.0
220608,engine trouble,1.0
167986,racer,1.0
190042,alien world,2.0
10727,kiwi,1.0
185379,computer class,1.0
181345,nick carter,2.0
11029,turkish army,2.0
11030,pkk terror,1.0
233041,hollywood history,1.0
197222,xanax,2.0
201283,broadcast,1.0
201284,production,2.0
233082,trust fund baby,1.0
207671,episodic structure,1.0
12442,range war,1.0
7171,count of monte christo,2.0
2034,hermes,1.0
180548,demigod,3.0
180909,golden fleece,2.0
221835,kronos,1.0
221836,overthrow olympus,1.0
196056,computer programming,1.0
9994,crown,2.0
187864,human,6.0
183881,shot by the police,1.0
220895,illegal matches,1.0
199971,swamps,1.0
233168,deep-sea dive,1.0
226038,hammock,1.0
238223,road worker,1.0
238224,yellow paint,1.0
238225,country road,1.0
10844,character name in title,2.0
234641,teachers,2.0
34244,organic agriculture,3.0
160021,food issues,1.0
199582,misleading information,1.0
220356,shaky camera,2.0
186420,downworlder,1.0
186423,shadowhunter,1.0
172865,touch,1.0
207792,reiki,1.0
207793,aversion,1.0
192185,voice acting,2.0
238193,outlaw couple,1.0
189984,tamil,7.0
206962,tollywood,1.0
220437,rameshwaram,1.0
220438,masala,1.0
220440,south india,1.0
200684,levirate,1.0
200685,jewish woman,1.0
212915,women's rights,1.0
179461,newburyport massachusetts,1.0
179467,berkeley california,1.0
179472,heritage,1.0
191004,german soldier,3.0
208757,time paradox,3.0
210083,south of france,1.0
196794,clownphobia,1.0
196799,chase scenes,1.0
172139,land war,1.0
221000,balkans,1.0
221135,college life,1.0
220561,isle of man tt,1.0
155139,porn parody,1.0
193170,religious psychosis,1.0
190986,bite mark,2.0
210990,stake,1.0
212592,battle axe,1.0
235794,chained to a wall,1.0
4194,catacombs,3.0
208402,political figure,1.0
193833,shock jock,1.0
189220,royal marines,1.0
196349,king lear,1.0
191725,aryanism,1.0
191728,helena blavatsky,1.0
191729,theosophy,1.0
179412,scientifically inaccurate,1.0
230996,crashing through glass,1.0
202904,vet,1.0
164377,american express,1.0
191137,fictitious sport,1.0
195621,rust belt,1.0
238189,social decay,1.0
238190,ptsd,1.0
10865,new world order,2.0
206571,bride in black,1.0
207128,mafia family,1.0
7102,paternalism,1.0
223268,group home,1.0
193500,james gang,1.0
193294,enigmatic,1.0
2466,sarcasm,1.0
157931,dungeons and dragons,2.0
206673,psychotic villain,2.0
190100,new school,4.0
232674,zaborgor,1.0
169328,plastic,4.0
204262,film editing,2.0
156487,synthesizer,2.0
191617,salton sea,1.0
219387,prehistoric animal,2.0
232942,united states coast guard,1.0
235299,mysterious deaths,2.0
235356,hysterical woman,1.0
235357,little girl in peril,1.0
235358,canal locks,1.0
235359,old map,1.0
192786,sweepstakes,2.0
199947,confronting the past,2.0
236951,saint nicholas,1.0
18314,internet porn,4.0
155800,atmospheric,4.0
211057,trippy,1.0
232997,dreamlike,1.0
238643,stability,1.0
197474,bonding,1.0
186753,jidai geki,2.0
158777,philippine army,3.0
160182,fake suicide,1.0
12530,injured leg,3.0
195737,ship hijacking,1.0
234123,trolley problem,2.0
157302,soccer fan,1.0
234324,unwarranted guilt,1.0
234325,sudden death,2.0
219840,停車,1.0
219841,ting che,1.0
5489,murder of prostitute,1.0
161203,atheism,2.0
162712,secularism,1.0
225724,baragon,1.0
209069,sold into slavery,1.0
15335,paintball ,2.0
222258,underground complex,3.0
236708,drug manufacturing,1.0
213834,re-edited,2.0
232193,daikaiju,1.0
208460,bag,1.0
206530,distress,1.0
155441,inner sanctum,1.0
159093,shobijin,2.0
194273,hofmann,1.0
207444,morality tale,1.0
162065,blow torch,2.0
185028,selective coloring,1.0
190880,folies bergère,1.0
191959,ex-fugitive,1.0
191960,freaky,1.0
7675,mechagodzilla,1.0
159089,ejector seat,1.0
200682,return of son,1.0
200683,suicide jump,1.0
18382,pollination,3.0
234175,trendsetter,1.0
234176,inner circle,1.0
234177,prince regent,1.0
178641,english country side,1.0
204159,hurricane katrina,1.0
220207,sommelier,1.0
161786,bio organic weapon,1.0
191807,embalming,2.0
234355,midget,3.0
236692,strongman,1.0
211343,session musicians,1.0
211344,allman brothers,1.0
211345,wilson pickett,1.0
211346,lynard skynard,1.0
217896,nanjing,2.0
236151,borgias,1.0
236152,papal conclave,1.0
236155,rodrigo borgia,1.0
232699,silat,1.0
233550,one piece,3.0
161199,rationality,1.0
161200,debunking,1.0
161201,alternative medicine,4.0
234268,mutants,1.0
237346,plague survivors,1.0
237347,underground city,1.0
234720,experimental,2.0
220744,modern times,1.0
209574,regaining sight,1.0
189274,hotel fight,1.0
208292,hostle takeover,1.0
161505,wheelbarrow,1.0
188056,mosquito repellent,1.0
3825,oval office,1.0
11264,border guard,1.0
183962,raped by animal,1.0
183963,evil puppet,2.0
230459,cursed accordion,1.0
207726,lousiana bayou,1.0
197707,bleak comedy,1.0
193685,malayalam,29.0
208508,murder plot,2.0
209100,overalls,1.0
223540,singularity,1.0
10156,ichi,1.0
228229,pregnant animal,1.0
237206,segovia,1.0
199134,feynmann,1.0
199135,challenger tragedy,1.0
220201,musical theater,1.0
155648,steinway,1.0
155650,music recording,1.0
213291,shakespearan,2.0
178898,cartoon dog,4.0
178899,dogcatcher,1.0
178901,dog pound,2.0
178909,runaway child,1.0
206075,tv news anchor,2.0
213921,perpetual winter,1.0
212013,trapped soul,1.0
193177,mara salvatrucha,1.0
208403,celebrity photographer,2.0
189934,sexual disorder,1.0
11662,blood on snow,1.0
156324,cult horror,2.0
211302,feelbad,1.0
173185,zealot,1.0
210213,bruce springsteen,1.0
197301,nez perce,1.0
179853,vagrant,2.0
220842,songwriting,1.0
10137,highlander,1.0
220339,botany,3.0
224423,emergency services,1.0
159999,healthy,1.0
224703,honest,1.0
209902,evil dwarf,1.0
223159,allosaurus,2.0
236321,ray harryhausen,1.0
236322,dynamation,1.0
236323,charles h schneer,1.0
210415,z movie,1.0
192348,film geek,1.0
10936,bingo,3.0
199262,telenovela,1.0
204699,eating with chopsticks,1.0
199778,princess diana,1.0
197204,adirondack mountains,1.0
231747,opinion poll,1.0
192940,geography,4.0
223083,kama,1.0
223084,perm,1.0
173416,tampon,3.0
230290,sham marriage,3.0
232068,frenchman abroad,3.0
190070,reconnect,1.0
180083,p=np,1.0
164677,brother-in-law brother-in-law relationship,3.0
202296,analyst,3.0
211389,divergent,2.0
157268,hijacker,2.0
191834,gothenburg,1.0
9612,nibelungen,1.0
232380,death of parents,1.0
172111,goebbels,1.0
209164,property development,1.0
177764,contessa,1.0
197710,mind bender,1.0
197711,number stations,1.0
233167,lovecraftian,3.0
237224,mk ultra,1.0
237225,experimental drug,1.0
11408,gargoyles,3.0
207826,shounen,2.0
196296,loch ness,1.0
215858,female sheriff,1.0
215859,lake superior,1.0
215860,plesiosaur,2.0
215862,head bitten off,1.0
215863,cryptozoologist,1.0
199350,depressed mom,1.0
154903,homophobe,6.0
232156,male psychopath,1.0
7722,flanders,1.0
193345,prizefighter,1.0
207557,docks,2.0
156160,beefcake,2.0
157182,male rape,2.0
227838,male bondage,1.0
201906,belly,1.0
204035,different worlds,2.0
193665,con trick,1.0
157317,driving lesson,1.0
202041,steal,3.0
202043,historic,3.0
191603,prowl car,1.0
227783,extreme pain,1.0
198944,school newspaper,1.0
157909,larp,3.0
198410,renaissance fair,1.0
215645,drinking game,2.0
220039,solstice,1.0
166478,python,1.0
166479,deadly snake,2.0
187303,argonaut,3.0
221829,hero worship,1.0
221830,college debt,1.0
186756,old testament,3.0
207506,trash,1.0
233034,search for dog,1.0
233035,trees,1.0
233036,dirt road,1.0
233037,assaulting an officer,1.0
233038,gallon of water,1.0
180187,bluegrass,1.0
191521,new york giants baseball,1.0
156184,tranvestite,1.0
156185,hearse,3.0
192824,female wrestling,2.0
220372,worlds collide,1.0
220373,class struggle,1.0
188688,hotel lobby,1.0
207257,renaissance painting,1.0
238175,ratatouille,1.0
230570,kids on their own,1.0
160331,astrophysics,1.0
214349,relativity,1.0
192083,yurei,1.0
9841,observational comedy,5.0
224506,bionicle,1.0
195668,seinen,1.0
234168,supersymetry,1.0
234170,higgs boson,1.0
209212,stick figures,1.0
209618,baton rouge,2.0
190480,planet of women,1.0
198649,venus,3.0
161151,fiction,7.0
161960,reference to frankenstein,2.0
197891,lightning stom,1.0
195506,gags,1.0
10494,super cars,1.0
178027,environmental destruction,2.0
178029,sustainable development,2.0
178034,ruthlessness,2.0
178036,police harassment,3.0
178085,common good,1.0
178094,citizen action,1.0
178095,balmedie scotland,1.0
178111,community action,1.0
214784,crowdfunding,1.0
211038,blades,1.0
9624,san sebastian,1.0
206888,andalucia,1.0
208443,zumaia,1.0
223558,topics,2.0
201945,siglo xvi,1.0
190261,scoop,2.0
190573,torchy blane,2.0
210763,showgirls,1.0
223748,follies,1.0
227102,sugar daddy,2.0
237623,pretensiousness,1.0
237624,loving father,1.0
237630,greta garbo impression,1.0
156837,connecticuit,1.0
207441,unhappy,1.0
229809,female child abuser,1.0
229810,female pedophile,1.0
229656,triumph,1.0
9573,andy warhol,1.0
209001,the factory,1.0
235103,candy darling,1.0
215526,cooks,1.0
234346,fury,1.0
221954,city of argos,1.0
221955,mistaken parentage,1.0
159551,pink film,6.0
166939,esports,2.0
180076,airline,4.0
196690,stewardesses,1.0
10110,motocross,1.0
186940,ethiopian,1.0
233352,outnumbered,1.0
204701,pulp,1.0
155849,gloomy,1.0
11922,commuter,1.0
154990,interracial,1.0
190344,temporal travel,2.0
176752,basketball player,2.0
191176,o. henry,1.0
208127,intruder,2.0
198774,arsene lupin,2.0
205614,picturesque,2.0
187270,ransom demand,1.0
198270,parrots,1.0
215736,offbeat,2.0
204090,bears,1.0
231134,hedgerow,1.0
199320,computer scientist,1.0
205852,mind transfer,3.0
205853,quantum computer,1.0
205854,mind uploading,1.0
190397,victor crowley,1.0
190399,kill count,1.0
183602,public toilet,2.0
206212,ufo conspiracy,1.0
168001,roadblock,2.0
156347,byzantium,1.0
180307,driving,1.0
238186,project manager,1.0
238187,driving at night,1.0
238188,car phone,1.0
196631,teasing,4.0
210540,life lessons,2.0
234312,talkative,1.0
217396,number 13,1.0
220559,false conviction,1.0
193674,bathroom humor,3.0
221143,fur trade,1.0
232116,wolves,2.0
206231,war game,1.0
231466,alejandro jodorowsky,1.0
197557,keith allen,1.0
195227,circus troupe,1.0
160985,military weapons,1.0
160990,warbird,1.0
160999,army national guard,1.0
161001,war souvenir,1.0
191811,alvarado,1.0
234944,brain capacity,1.0
234945,synthetic drug,1.0
234946,human brain,3.0
206959,global threat,1.0
209856,visual storytelling,1.0
207269,food truck,1.0
199040,strip,2.0
156319,television program,1.0
209045,video dating,1.0
211357,video chat,2.0
15132,gay bar,2.0
155719,tannery,1.0
176561,spiritualism,3.0
206791,supersonic flight,1.0
166759,employer employee sex,1.0
195989,nude dance,2.0
229394,pension fraud,2.0
204318,exoskeleton,1.0
200402,camels,1.0
160852,vienna opera,1.0
217064,mexican cartel,2.0
204375,hong kong movie,2.0
173592,apparent suicide,1.0
173602,illegal gambling,2.0
206828,pacific  ocean,2.0
155543,mad bomber,1.0
210429,oxygen tank,1.0
217328,death match,1.0
221838,women fighters,1.0
206042,based on bible,1.0
6550,hot rod,2.0
196510,mononoke,1.0
204016,child loss,1.0
193225,driven insane,2.0
6972,caracas,3.0
236182,s.h.i.e.l.d.,1.0
215424,industrial spy,1.0
210651,aaron swartz,1.0
166594,transforming robot,1.0
204425,death metal,1.0
208234,marrakesh,1.0
190968,belle starr,2.0
216864,anthem,1.0
224832,checkpoint charlie,1.0
209646,mental problems,1.0
6378,ozone layer,1.0
191978,pcp,1.0
41335,burt reynolds,1.0
207813,brendan ocarrol,1.0
222030,first person view,3.0
219801,death of spouse,1.0
222079,self delusion,1.0
222080,self created problems,1.0
224177,behavioral disorders,2.0
229128,sleeplessness,1.0
222665,missing wife,1.0
237848,post apocalypse,2.0
235388,homosexual youth,1.0
235389,bare butt,1.0
180738,kiddnapping,2.0
214984,person in car trunk,1.0
199298,teensploitation,1.0
193049,estrangement,3.0
207979,molecular biologist,1.0
206074,year 2023,1.0
207011,secret laboratory,1.0
198072,fight on train roof,1.0
209482,sagen,1.0
229980,smartphone,4.0
236650,music industry,1.0
185530,keystone kops,1.0
190616,russian prince,1.0
155810,holding cell,1.0
189586,pole dancing,2.0
191159,body in a trunk,2.0
221652,bathrobe,1.0
225841,water hose,1.0
233144,begins with a flashback,1.0
233145,crime against humanity,1.0
233146,swiss bank account,1.0
188534,shell shock,2.0
193933,comradeship,1.0
205326,western front,1.0
224947,german abroad,2.0
207392,grabbed from behind,1.0
173374,gaming,3.0
190313,playstation,1.0
231389,moving van,1.0
226872,jusge,1.0
199321,james brown,2.0
176220,financial ruin,1.0
208772,home detention,1.0
224788,herbal medicines,1.0
232564,deep web,1.0
179257,evil bug,3.0
192147,fleas,1.0
207182,the durango kid,1.0
213852,personal trainer,1.0
213853,loss of penis,1.0
213854,urologist,1.0
213855,gym instructor,1.0
222719,weapons trafficking,1.0
210603,fire department,1.0
215024,ketamine,1.0
217034,quantum physics,1.0
238203,broken cellphone,1.0
238205,glowstick,1.0
179418,hollywood star,2.0
222083,cooking competition,1.0
206646,thick accent,2.0
206647,female archeologist,1.0
206648,burning car,1.0
206649,philosopher's stone,1.0
206650,french accent,1.0
206651,rapping in a car,1.0
207776,feelings,2.0
14551,hashish,1.0
190204,socialization,1.0
201063,social science,1.0
201064,hierarchy,1.0
201065,western society,1.0
201066,social structures,1.0
201067,ervig goffman,1.0
201070,gender ideals,2.0
201072,objectification,1.0
201073,subordination,2.0
201074,infantilization,1.0
183979,bail bondsman,1.0
212884,dictation,1.0
193430,street kid,1.0
226868,endzeit,1.0
231644,existential loneliness,1.0
231645,alexithymia,1.0
196325,andrew johnson,1.0
220529,super bowl,1.0
238184,abandoned puppy,1.0
198334,part fiction,1.0
198335,docu fiction,1.0
219781,fraternal twins,1.0
219786,new ager,1.0
219787,twin synchronization,1.0
212882,detainee,1.0
10866,barack obama,2.0
221326,boys club,1.0
223938,entitlement,1.0
221771,dissension,1.0
221772,floreana island,1.0
221773,new settlers,1.0
221774,deaths,1.0
212798,wealthy teens,2.0
193271,young women,2.0
2472,form of government,1.0
228304,psychodrama,4.0
235730,vacation gone wrong,4.0
235731,ski holiday,4.0
235732,swedish family,4.0
4117,au pair,2.0
6425,vw-bus,1.0
188320,talking head,1.0
190801,blondie,4.0
197197,iggy pop,1.0
197198,patti smith,1.0
209803,family saga,2.0
208171,refused services,1.0
208172,prison wagon,1.0
208173,lost in the desert,2.0
208174,buffalo skin,1.0
220815,unassuming,1.0
221928,freemasonry,1.0
217986,traditional animation,5.0
8410,bka,1.0
8888,bnd,1.0
194938,japanese folklore,3.0
206071,bamboo,1.0
212581,fools,1.0
207388,assayer,1.0
238692,ophthalmologist,1.0
238693,genocide in indonesia,1.0
207065,research facility,1.0
208902,afghanistan veteran,3.0
198015,experimental surgery,1.0
208142,horns,1.0
198631,opportunity,1.0
237082,torture device,1.0
4377,high technology,1.0
206752,naziploitation,1.0
193610,gun shop,1.0
193611,new york harbor,1.0
232534,tepes,1.0
227170,bikers,1.0
233132,biker gang,2.0
191623,sitar music,1.0
229069,child hitman,1.0
11340,omnisexuality,1.0
34142,jobless,2.0
216087,roadside cafe,1.0
178097,migrant worker,1.0
232456,asian financial crisis,1.0
5802,mtv,3.0
232967,flatsharing,1.0
233011,communal living,1.0
236157,abkhazia,1.0
10396,copyright,4.0
205975,mash up,1.0
208523,japanese film,2.0
204298,loss of a child,6.0
1362,place de clichy,1.0
11048,legalization,1.0
206741,driver's test,1.0
200388,oslo norway,1.0
211225,bicycle tour,1.0
191021,podcast,1.0
225011,cinema of transgression,1.0
203895,nobody believes,2.0
221055,pommy,1.0
221657,gun enthusiast,1.0
221658,electronics failure,1.0
221659,brown mountain,1.0
236830,hootenanny,1.0
236831,thermometer,1.0
201168,baby monitor,1.0
215774,stringer,1.0
223373,evil ruler,1.0
215235,dead brother,2.0
209789,day of the dead,1.0
190518,special needs,1.0
185401,indian western,1.0
198719,nt live,1.0
180799,navigation,2.0
212737,philosophical,1.0
227497,turing test,1.0
233005,cybernetics,1.0
15197,porn director,1.0
192153,conjoined twins,2.0
194203,hilton sisters,1.0
222108,rubber mask,2.0
195013,costume drama,3.0
237295,extra marital affair,1.0
224636,horror comedy,1.0
202056,avenge,5.0
211596,cheating at exam,1.0
186786,marc anthony,2.0
206674,tights,1.0
209106,funerals,1.0
209107,south london,1.0
234802,sleeping on the beach,1.0
209907,candlestick,1.0
193015,ski lodge,2.0
178848,isolated farmhouse,3.0
215754,professional athlete,1.0
218183,heavyweight boxer,1.0
155616,goodyear blimp,1.0
232025,reptilian scale,1.0
211205,tangerine,1.0
199794,kaidan,1.0
33970,doom,2.0
221507,partial cure,1.0
200600,ftm,1.0
200247,swedish american,1.0
195426,kgb agent,1.0
191731,female empowerment,1.0
207944,beach bum,1.0
155496,the whistler,4.0
155655,tom and jerry,8.0
195465,boston cop,1.0
237249,twin,1.0
156148,comedy duo,3.0
225415,absent mindedness,1.0
190658,womaniser,1.0
234631,passengers,3.0
206282,advocacy,1.0
207647,deserted house,1.0
193603,white feather,1.0
193604,desert battle,1.0
208394,logician,1.0
207525,grieving father,2.0
215122,griffin,1.0
215123,porridge,1.0
215124,hollow tree,1.0
178659,whale catch,1.0
212743,hutch,1.0
212745,hound,1.0
197822,american spy,2.0
211679,reel rock,1.0
222811,win girl back,1.0
234164,opera star,1.0
234165,recollection,1.0
211105,ramses,1.0
168929,sumo,3.0
208059,creating,1.0
163206,public health,1.0
208032,school paper,1.0
208033,sports hero,1.0
195327,chaplain,1.0
209324,regiment,1.0
192914,clans,4.0
207774,disinherited,1.0
192696,skyjacker,1.0
229087,vih,1.0
235507,poison dart,1.0
197574,new yorker,3.0
229893,als,1.0
220558,binding,1.0
209363,salt lake valley,1.0
209364,brigham young,1.0
194867,psilocybin,1.0
194868,mdma,1.0
10055,stv,1.0
209941,death of best friend,1.0
209942,gender confusion,1.0
188477,slamming a door,1.0
15012,ancient history,1.0
230917,vikings,2.0
194514,ernest hemingway,1.0
195691,ship launch,1.0
221700,uso,2.0
203878,irish music,1.0
222317,imagined entrapment,1.0
222318,coping mechanisms,1.0
193048,christmas spirit,3.0
219785,reference to moby dick,1.0
223211,whale oil,1.0
223212,nantucket,1.0
194043,police uniform stolen,1.0
163005,adrift,1.0
148540,married woman,1.0
10419,enlightenment,2.0
207646,edward snowden,1.0
155239,loot,3.0
155240,mule,1.0
189424,new language,1.0
189425,made up language,1.0
208908,gaza strip,1.0
18147,strangler,2.0
8911,stalljunge,1.0
206968,beaver utah,1.0
209039,mental health clinic,1.0
160216,michael shayne,2.0
207923,tout,1.0
208914,cult of personality,1.0
208606,traffic school,1.0
208607,traffic court,1.0
209036,progressive party,1.0
209037,nomination,1.0
190162,public relations firm,1.0
213295,missing son,2.0
187197,jewish culture,1.0
187198,talmud,1.0
187202,inter religion relationship,2.0
187204,religious prejudice,1.0
187206,tuareg,1.0
187207,guide book,1.0
187214,arab jewish friendship,1.0
219843,immunity,1.0
228836,kajaki afghanistan,1.0
230771,female pirate,1.0
220113,red zone,1.0
197314,sexually transmitted disease,6.0
202398,paint gun,1.0
226258,sierra club,1.0
155170,inspiring story,2.0
202518,pacquiao,1.0
155097,wreck a movie,1.0
222299,island camp,1.0
222300,vtol,1.0
222302,ninja training,1.0
235497,sung dynasty,1.0
235498,military family,1.0
235499,10th century,1.0
12412,recapitation,1.0
12633,evil lurks there,1.0
196348,presidential visit,1.0
204233,ethnographical,3.0
233762,ghibli museum,2.0
220335,cajoons,1.0
207877,finding love,2.0
208773,host,1.0
214815,hotel guests,4.0
178648,ancient britain,1.0
204836,selma,1.0
188283,tripping and falling,1.0
188284,gun smuggling,1.0
188286,bullet hole,1.0
188287,rich daughter,1.0
188250,hopscotch,1.0
202968,eurospy,5.0
208790,sudanese,1.0
179572,"nollywood, nigerian cinema",2.0
181219,creative commons,1.0
181220,tecno brego,1.0
181221,music sampling,1.0
181222,mpaa,1.0
181223,bridgeport music,1.0
181224,the pirate bay,1.0
181225,file sharing,2.0
10697,living in car,2.0
195222,nunsploitation,5.0
212610,female whipping,2.0
221034,khumba,1.0
215602,quebec city,1.0
10268,fillmore,1.0
238182,truck hijacking,1.0
238183,bank loan,1.0
12610,unspeakable evil,1.0
12611,emerald tablet,1.0
225089,moral,2.0
209300,pack of money,1.0
166472,beanstalk,1.0
225189,nico giraldi,1.0
233689,self image,1.0
181313,granada,1.0
195323,evil dictator,1.0
155814,photojournalist,2.0
190761,stigma,1.0
232684,swim coach,2.0
188730,english teacher,1.0
234642,pupils,1.0
234643,inspection,1.0
234644,science teacher,1.0
234645,school library,1.0
234646,secondary school,1.0
234647,maths teacher,1.0
234648,sports teacher,1.0
234637,policemen,1.0
234638,policewomen,1.0
234640,police cell,1.0
181242,mongol,1.0
182584, fishbone,1.0
160316,sickle,1.0
171987,fake psychic,1.0
199892,stage manager,1.0
209501,understudy,1.0
234099,traveling show,1.0
234167,theater audience,1.0
156815,corporal,2.0
186924,lion tamer,1.0
186356,escape from jail,1.0
186357,garrote,1.0
232948,etruscan,1.0
219817,franklin the turtle,1.0
211472,reference to edgar allan poe,1.0
228782,wedding announcement,1.0
193718,golden mile,1.0
206839,false evidence,2.0
194533,hydraulic fracturing,1.0
210503,circus act,1.0
11037,dope,2.0
190852,sponge,2.0
204302,bubble,1.0
217499,house music,1.0
195344,“boerewors western”,1.0
195345,transvaal,1.0
184239,teen anger,1.0
186152,pro-life,1.0
216676,absent father,1.0
194300,dirty war,2.0
209853,cybercrime,3.0
218124,chinese military,1.0
218130,cyber terrorist,1.0
218132,cyber thriller,1.0
209680,gunvald,2.0
209681,beck,2.0
209682,martin,2.0
208303,public information,1.0
180794,demotion,1.0
229662,election day,1.0
210187,puppies,1.0
233685,animals in space,1.0
208535,graduate student,1.0
191882,telephone operator,1.0
233147,russian literature,1.0
222264,flying tigers,1.0
234061,few against many,1.0
234062,transport pilot,1.0
192794,veterans hospital,1.0
192829,justin bieber,2.0
10246,national lampoon serie,1.0
223469,bulldog,1.0
173267,dessert,1.0
198724,serie b,1.0
235477,tiburón,1.0
207515,dominance submissiveness,2.0
181943,petition,1.0
207696,banshee,1.0
163203,tattooing,3.0
163204,tattoo artist,4.0
176774,mark,1.0
176776,samoa,2.0
209032,dental torture,1.0
220788,drying up,1.0
220789,bad advice,1.0
220790,cucumber,1.0
197335,representation,1.0
197336,civil liberties,1.0
197344,변호인,1.0
206717,unlikely parents,1.0
167858,ship's cook,2.0
231708,ship's doctor,1.0
234629,gymnastics instructor,1.0
234632,ship's captain,1.0
219883,meat market,1.0
156966,minnie mouse,4.0
222053,bar dancer,1.0
176345,east side kids,1.0
224930,buzkashi,1.0
194596,lizzie borden,2.0
210385,dramatization,1.0
190850,crazy horse,1.0
7090,goa,3.0
191425,richard wagner,1.0
206845,violent fantasies,1.0
196269,false arrest,1.0
15286,new kid,1.0
234479,contacting spirits,2.0
191318,reform,2.0
197810,sugarcane,1.0
209415,tribal people,1.0
190853,society woman,1.0
178852,jungle jim,1.0
201867,lead,1.0
10020,code breaking,1.0
10203,karl may,2.0
197397,picnic baskets,1.0
178854,hardy family,2.0
189152,dr. kildare,6.0
206669,kicked in the shin,1.0
195880,pt boat,1.0
10980,phone terror,1.0
196705,hospitalization,2.0
237458,country cottage,1.0
237459,scheming wife,1.0
237460,manipulative woman,1.0
221159,halfbreed,1.0
209221,arctic circle,1.0
236516,tet offensive,1.0
188666,criminal mind,1.0
232743,northern california,2.0
186920,filmed performance,1.0
7865,winnetou,1.0
7866,old shatterhand,1.0
197410,sleaze,1.0
209359,vaudeville actor,1.0
169734,cameraman,2.0
181041,garter,1.0
207807,erotic fantasy,3.0
212473,man and woman in a bed,1.0
212497,reference to benito mussolini,1.0
212509,adulterer,1.0
185460,silver mine,2.0
233276,religious vow,1.0
233277,ordination,1.0
233278,vesuvius,1.0
233279,holy orders,1.0
236502,spite,1.0
192414,smoky mountains,1.0
211318,google,2.0
198364,lost island,3.0
210036,missing link,1.0
207974,finger wiggle,1.0
208036,wedding plans,1.0
190429,indian uprising,1.0
11287,newspaper story,1.0
190940,nancy drew,4.0
207760,illegal border crossing,1.0
207187,reference to gauguin,1.0
5780,johnson county war,1.0
10678,mosquito,3.0
223019,terminal cancer,1.0
192514,beach party,2.0
236785,live turkey,1.0
207888,female bodybuilder,1.0
224472,new life,3.0
160818,brunette woman,1.0
238034,irrational behavior,1.0
163918,dental braces,1.0
235480,lesbianism,4.0
190954,peak oil,1.0
212516,dark future,1.0
189113,fictional language,1.0
211674,muscles,2.0
228295,orc,1.0
238247,trident,1.0
223060,self healing,1.0
208980,mediterranean sea,1.0
209144,seizure,4.0
207503,heidi,1.0
238598,electical experiment,1.0
238599,universal horror,1.0
238600,glowing man,1.0
238601,carnival performer,1.0
238602,good scientist,1.0
229148,jayhawker,1.0
173295,post office,2.0
232473,whitewashing,2.0
4385,time hole,1.0
162798,seaweed,1.0
11772,cage fighting,4.0
236101,unethical business,1.0
237548,competing businesses,1.0
222309,agronomist,1.0
195516,missile threat,1.0
195517,missile launch threat,1.0
176799,detective agency,3.0
188992,new york skyline,1.0
189004,tuxedo,1.0
196134,pheasant,1.0
196135,eccentric artist,1.0
199955,gun in safe,1.0
15193,motle,1.0
207800,waiting room,2.0
234664,ticket office,1.0
234665,train carriage,1.0
229654,positive music,1.0
229655,musical siblings,1.0
190939,shock treatment,1.0
236073,confederates,1.0
199658,knockout,1.0
199659,bookmaker,1.0
199660,fall from grace,1.0
208264,emotional blackmail,1.0
224248,chronic pain,1.0
190901,perry mason,15.0
207747,american ninja warrior,1.0
228931,naive girl,1.0
209206,southie,1.0
192090,brain injury,2.0
156905,grand central station,1.0
227960,war surplus,1.0
227962,fuller brush,1.0
157265,moon colony,1.0
230437,german cruiser,1.0
220214,vhs tape,2.0
220215,pop idol,1.0
217887,truck chase,1.0
204979,limelight,1.0
204980,club kids,1.0
186947,pregnant girl,1.0
234281,homecoming soldier,1.0
201968,pacific palisades,1.0
207417,richard rodgers,1.0
177755,public works,1.0
177758,false pretenses,2.0
166847,army major,3.0
199664,trial marriage,1.0
200276,direct cinema,1.0
232514,hunters,1.0
215237,benedict arnold,1.0
191475,mohave desert,1.0
10052,chambara,2.0
