,name,num
11999,fox news,2.0
12374,neocons,1.0
1864,virtue,2.0
4599,king henry iv.,2.0
156330,boxing trainer,1.0
207999,determination,1.0
162755,railroad detective,1.0
209141,followed,2.0
231061,train trip,2.0
238338,gangster's widow,1.0
238339,hard-boiled dame,1.0
971,rwanda,5.0
1550,militia,7.0
33617,genocide in rwanda,5.0
191051,arjuna,1.0
193206,tap dance,1.0
186685,queen of england,2.0
5318,seoul,6.0
2159,red cap,1.0
221446,flying boat,2.0
229078,test flight,1.0
164917,breaking mirror,1.0
8556,innere stimme,2.0
2088,anti-authoritarian upbringing,2.0
4239,leonard bernstein,1.0
4242,car dealing,1.0
4246,loan credit,1.0
196228,captain kidd,1.0
187119,pachinko,1.0
187121,lolita fashion,1.0
160178,waterfront,3.0
172717,audio cassette,3.0
172900,electronic voice phenomena,1.0
172927,near miss,1.0
172929,bedridden,1.0
171956,winner,3.0
231318,paris france,6.0
233843,phantom of the opera,4.0
197758,female sexuality,2.0
222029,loss of innocence,3.0
10398,royal flying corps,1.0
10400,airship,5.0
179021,corpse in freezer,2.0
200558,frozen body,1.0
7112,rechte szene,1.0
206793,russian emigre,1.0
33846,war propaganda,9.0
18354,henchman,2.0
10473,contagion spread,2.0
13161,towel,2.0
162557,stilts,1.0
162601,wrong turn,1.0
162612,lie detector,1.0
162627,ticker tape parade,1.0
162628,giant dog,1.0
9519,pippi longstocking,2.0
9520,villa kunterbunt,2.0
2282,love of animals,5.0
7639,zebra,5.0
5833,autoritian education,4.0
208500,boys town,1.0
160329,super-8,3.0
195997,adult filmmaking,1.0
33773,organ transplant,4.0
163395,infestation,2.0
176792,sex fiend,1.0
192215,beastmaster,1.0
197014,time portal,1.0
226023,matriarch,2.0
219417,gmo,1.0
196096,nazi party,2.0
209228,european adventure,1.0
197618,racketeer,7.0
222268,escape attempt,1.0
232988,mob justice,2.0
237565,self government,1.0
237568,child mistreatment,1.0
237569,kindly guard,1.0
156043,religious hypocrisy,1.0
186921,faith healer,3.0
187670,ventriloquist's dummy,1.0
237376,fake miracle,1.0
237426,landlady tenant relationship,1.0
237427,angry sermon,1.0
190179,parkinson's disease,1.0
10586,korea,48.0
197161,serial,3.0
1888,row,2.0
3054,capitulation,1.0
3064,ultimate victory,1.0
5632,new year's day,4.0
173845,exploding bus,1.0
156760,fake boyfriend,4.0
208469,radio psychologist,1.0
220650,escape plan,2.0
3311,economic miracle,1.0
6673,egoism,2.0
189126,north africa,3.0
207938,sapphire,1.0
211295,riches to rags,4.0
206008,hourglass,1.0
45141,carpenter,5.0
174908,pocket watch,1.0
173383,ardennes,2.0
196363,clipper ship,1.0
7315,hatter,1.0
9350,kugel,1.0
236176,steam,1.0
7699,speed date,1.0
177907,pride & prejudice,1.0
10139,lucifer,5.0
10852,dead child,7.0
7635,thai-boxen,1.0
190605,asian lgbt,1.0
3911,todfeind,3.0
211768,convention,2.0
10907,consumerism,5.0
179575,samson,1.0
33499,bhutan,2.0
33500,story in story,1.0
47019,weaver,1.0
6717,louis xiii.,1.0
4889,exgattin,1.0
7100,neglect of one's spouse,6.0
209138,expelled,1.0
7307,routine,3.0
7012,juwelry heist,2.0
2402,concrete slabs building,2.0
11804,noise-musik,1.0
221445,sexual exploitation,3.0
8696,bodybuilder,8.0
10372,body guard,3.0
228666,male nanny,1.0
163949,pawnshop,5.0
3037,mossad,5.0
6441,dead sea,1.0
10293,kibbutz,2.0
172428,esp,3.0
176052,container,2.0
155675,female masturbation,10.0
186071,sexual pleasure,2.0
18071,belief in god,5.0
33557,rehearsal,2.0
195726,broadway director,2.0
216735,ham,1.0
234303,hysterics,1.0
190283,greenwich village,5.0
4689,photographic evidence,1.0
7097,torture by the police,5.0
222769,shoxploitation,1.0
10524,see you in hell,1.0
9184,mondfinsternis,1.0
15011,criminal underground,2.0
195819,beggar clan,2.0
214621,brechtian theatre,1.0
8697,miss america,1.0
158747,metrosexual,1.0
158748,subversion,1.0
158752,schoolgirl uniform,2.0
158753,punk rocker,4.0
158758,lip synching,1.0
158761,plaid,1.0
158764,german girl,1.0
158765,french girl,2.0
193285,spy spoof,4.0
212899,bengal,1.0
10361,jitterbug,2.0
156191,arm wrestling,2.0
156198,iceman,1.0
200286,wild,3.0
207254,caballos,1.0
207255,salvajes,1.0
186919,class distinction,2.0
199327,classified ad,2.0
226500,polygraph,3.0
231698,state penitentiary,1.0
236414,chicago illinois,1.0
238810,wrongly convicted,1.0
238812,murder case,1.0
238813,determined mother,1.0
238814,enlarged picture,1.0
238815,monetary reward,1.0
196397,answering service,1.0
231388,lonely hearts,1.0
208051,building a wall,1.0
193574,international intrigue,2.0
10159,computer animation,10.0
188849,japanese family,1.0
188850,haiku,2.0
188746,tanuki,1.0
157282,airplane manufacturer,2.0
207157,avro arrow,1.0
9822,neon,1.0
201950,anachronism,2.0
182281,farming,7.0
193228,wife murderer,1.0
198678,religon,1.0
176788,soda jerk,1.0
206535,haunted manor,2.0
189228,ghidora,6.0
161198,skepticism,7.0
197514,provocative,2.0
208584,scholar,1.0
156389,diabetic,2.0
158973,black and white and color,3.0
175593,mysterious killer,2.0
175600,doing the right thing,2.0
175610,silhouette,1.0
8408,komplexe,1.0
168302,ironclad ship,1.0
155726,fenway park,2.0
10655,grieving widower,6.0
186265,gardner,2.0
182135,reforestation,2.0
15073,blue,3.0
4128,nymphe,1.0
189398,portuguese,3.0
185006,fuel depot,1.0
1939,hamster,6.0
188327,seesaw,1.0
223036,parapsychology,2.0
193114,natale,1.0
193115,capodanno,1.0
193119,sulmona,1.0
195197,avós,1.0
195199,natal,1.0
195200,ceia,1.0
195201,velhice,1.0
33348,mass extinction,3.0
215309,criogenes,1.0
156887,military dictatorship,5.0
156961,distortion,1.0
174968,flare,2.0
229346,apples,1.0
195541,integrity,3.0
193455,indigenous australians,2.0
235970,faked accidents,1.0
235971,family travels,1.0
187652,radiation sickness,5.0
196911,estranged son,5.0
185201,illegitimate child,4.0
177145,hyperspace,1.0
177146,meaning of life,3.0
221653,destruction of earth,2.0
221655,islington england,1.0
155801,mountain climber,3.0
220080,essay film,3.0
9848,family dinner,6.0
172266,backwards,1.0
236500,fearful wife,1.0
210313,action,11.0
6127,"securities, stocks and bonds ",2.0
9358,military prison,1.0
160992,insurgent,3.0
227206,potus,1.0
10491,swordsman,15.0
208681,knight templars,3.0
222337,saladin,2.0
5666,installer,1.0
184988,childhood sexual abuse,5.0
10157,zatoichi,22.0
192005,nob hill,1.0
18014,wrath,3.0
208210,rich husband,1.0
33550,displacement camp,2.0
234126,case worker,1.0
234161,american g.i.,2.0
234162,search for child,1.0
234163,searching mother,1.0
155164,remodernist,2.0
211569,nazi soldier,1.0
156137,music history,3.0
187983,amateur film,2.0
7992,uruguay,3.0
10365,holland,5.0
9346,oberhausen,1.0
4894,wonderlamp,2.0
2634,expiation,2.0
4752,punter,4.0
190372,child sex trade,2.0
163272,chancel,1.0
205731,invisible woman,2.0
10762,penetration,2.0
11474,sexual intercourse,3.0
11868,ejaculation,3.0
155606,semen,3.0
155662,vulva,1.0
155671,male orgasm,2.0
211553,assisted suicide,3.0
190431,bataan,1.0
159333,caper comedy,4.0
193817,rollerblade,1.0
5418,supervisor,2.0
1477,world cup,6.0
4614,heavy weight,2.0
5697,nirvana,2.0
7416,police band,2.0
13127,farmhouse,17.0
15460,bound and gagged,4.0
6814,ibiza,3.0
214716,epidemia,2.0
229724,biollante,1.0
235251,tourette's syndrome,1.0
179095,evil doctor,2.0
206709,unfulfillment,3.0
206716,unfulfilled love,2.0
219849,catfishing,2.0
9008,moped,2.0
9990,villainess,4.0
41500,oil industry,3.0
157227,board meeting,1.0
176167,senate hearing,2.0
193102,collapse,4.0
175894,chat session,1.0
176485,female artist,1.0
176486,meeting on the internet,1.0
176488,hope chest,1.0
200908,evicted,2.0
171831,running away,10.0
220267,tribute band,1.0
6349,bulgaria,5.0
9657,native american attack,2.0
208013,laundry drying on clothes line,1.0
184490,pregnant daughter,1.0
184496,mother-in-law son-in-law relationship,1.0
184507,baby nursery,1.0
184511,mother-in-law daughter-in-law relationship,1.0
184517,father-in-law son-in-law relationship,4.0
33552,chorus,2.0
47022,social life,1.0
47023,first kiss,5.0
11021,montparnasse,3.0
193490,loop,2.0
155842,supercomputer,2.0
193226,madrid spain,5.0
226518,souvenir shop,1.0
193876,black belt,1.0
227591,elasticity,2.0
994,paralympics,2.0
12279,family drama,13.0
180445,strength,2.0
175086,blimp,1.0
210419,monster trucks,2.0
171993,mumblecore,20.0
10371,antisocial personality disorder,5.0
157560,roadkill,1.0
176691,killer clown,7.0
188186,painted face,3.0
206642,homicidal maniac,4.0
8731,street theater,1.0
213104,teen superheroes,6.0
196320,computer dating,3.0
223635,internet dating,2.0
223636,wooden boats,1.0
206263,hipersexualidad,3.0
68646,supernatural being,5.0
162702,dust storm,3.0
180472,phantasmagoria,2.0
195367,african mythologhy,1.0
195369,sex with a god,1.0
195371,desert wind,1.0
195372,emptiness,1.0
195373,vastness,1.0
195374,ritual killing,2.0
195378,dust devil,1.0
198000,k horror,1.0
14896,reavers,1.0
162370,operative,1.0
178902,firefly,4.0
155850,jazz artist,2.0
1737,it-expert,3.0
5574,friedrich nietzsche,1.0
157283,speakeasy,2.0
157286,golddigger,6.0
223369,screen test,2.0
236941,past prime,1.0
220395,ex fiancée,2.0
14576,pedophile,13.0
202423,knoxville,2.0
209575,high wire,1.0
160058,moonshine,3.0
41327,snorkel,1.0
179468,interracial adoption,3.0
10374,archive footage,7.0
228523,inspired by true events,8.0
229851,fictionalized history,4.0
2524,non-governmental organisation,2.0
6311,katmai national park,1.0
210455,small community,10.0
211214,meatpacking,1.0
189007,publishing house,3.0
208138,hun,1.0
228982,conqueror,2.0
180313,hiccups,2.0
180314,diamond necklace,1.0
180343,man carrying a woman,1.0
11337,cheetah,2.0
201497,arabic,3.0
208911,shipping,1.0
220849,magnate,1.0
11871,testimony,1.0
11331,tale,2.0
207313,ray of light,1.0
190165,contraband,3.0
14645,nail gun,2.0
186795,former outlaw,1.0
2245,massacre on french algerians 1961,1.0
224852,tug boat,1.0
211572,spanish movie,1.0
156125,swimwear,1.0
5944,nairobi,1.0
186710,landscape architect,1.0
199524,disturbed,2.0
200343,complications,3.0
203117,papers,1.0
4150,swampf,2.0
5528,thumb sucking,1.0
5529,attention deficit hyperactivity disorder (adhd),2.0
5535,elocution,1.0
214834,throwing star,4.0
1548,hutu,3.0
180667,police standoff,3.0
4853,war victim,5.0
18476,noose,4.0
40821,hawk,4.0
188270,epic battle,4.0
34009,tough girl,2.0
195818,inner strength,1.0
217367,tavern fight,1.0
167921,trainee,1.0
167923,gross out,1.0
167930,speaking german,1.0
167939,glass pipe,1.0
208314,action heroine,3.0
226039,human cloning,1.0
226146,25th century,1.0
6585,leipzig,1.0
172670,negligent homicide,1.0
172683,archdiocese,1.0
172684,agnostic,1.0
172694,malnutrition,1.0
172695,burning,2.0
172699,psychotic epileptic disorder,1.0
2103,old town,1.0
7578,wedding ring,6.0
18093,wedding ceremony,5.0
206568,firm,1.0
206569,west ham united,1.0
714,child labour,6.0
1948,literature research,1.0
1878,plumber,4.0
1882,mistral,1.0
1884,breakfast,1.0
1886,cruising,2.0
9504,wrack,1.0
8969,pygmy,1.0
157155,explorer,7.0
5878,baroness,6.0
185424,pest control,1.0
185425,giant vegetable,1.0
9200,handlanger,1.0
4501,masseuse,6.0
8352,teigtaschen,1.0
196321,doll factory,4.0
2037,nordic mythology,3.0
11624,mythological beast,3.0
164842,performance folk rock,1.0
234121,polecat,1.0
18132,newcastle united,1.0
18133,computer games,5.0
194988,drag racing,3.0
197591,roller skates,1.0
216994,budweiser,1.0
227860,turbo intercepter,1.0
5549,beauty queen contest,3.0
218142,racketeering,1.0
237981,numbers game,1.0
237982,banking executives,1.0
237983,anti-crime crusade,1.0
207899,snooping,2.0
208519,blame,1.0
220656,finnish war children,1.0
220657,war child,1.0
9368,tax collector,2.0
33652,private,4.0
54467,tryst,1.0
191199,criminal lawyer,2.0
190938,landmark,1.0
196626,harrassment,1.0
202506,legal,1.0
187355,sunset,4.0
238128,savagery,1.0
4080,weather service,1.0
4081,unatoned crime,1.0
204981,the bowery,2.0
212621,jetboy,1.0
6331,blond,2.0
210469,charlie brown,2.0
193695,visitor,1.0
158012,ape man,2.0
156779,turkish mafia,1.0
196367,battle for survival,3.0
221299,jet pilot,1.0
1225,print shop,1.0
1226,printer,2.0
197130,epic poem,1.0
179513,foretelling,1.0
179515,shaky camera shot,2.0
179521,waterboarding,2.0
179522,safe box,1.0
179527,reload,1.0
179529,pinstripe suit,1.0
179531,driving cap,1.0
179532,audio flashback,1.0
179533,trash talk,1.0
5174,saudi arabia,5.0
161236,golf war,1.0
10887,home movie footage,3.0
162780,gorgon,1.0
158251,dead family,1.0
158253,mutant animal,6.0
5564,match,3.0
172426,weight loss,3.0
589,lebanon,5.0
186407,theology student,1.0
226778,commuter train,1.0
10350,beautiful,2.0
156498,georgian,1.0
160196,female judge,3.0
8796,appalachia,3.0
165798,mugging,3.0
187298,epileptic,1.0
187299,blind mother,2.0
187300,low iq,1.0
640,travestie,4.0
8209,ice storm,1.0
212795,blended family,5.0
7862,private army,1.0
7679,kommissar geiger,3.0
188768,stealing food,1.0
193280,ziegfeld follies,1.0
3400,eel,3.0
6330,bermuda,1.0
10210,exoneration,1.0
197816,confederate spy,1.0
2042,beaver,3.0
166930,narnia,3.0
6634,wheelchair user   ,6.0
207921,small time crook,1.0
207922,stolen jewellery,1.0
193104,jidaigeki,2.0
4200,aridity,3.0
4510,interest,1.0
208840,malfunction,2.0
208841,incident,2.0
208842,decapitated,1.0
155215,leather,2.0
10906,retail trade,1.0
196332,walmart,1.0
34196,bucharest,4.0
206701,criminal heroes,3.0
206702,tough heroes,1.0
206704,confined,2.0
207847,matt scudder,2.0
7113,paratroops,3.0
156850,little big horn,1.0
160217,custer,1.0
161228,sitting bull,2.0
2296,border patrol,5.0
8625,patagonia,5.0
221204,accidental killing,3.0
186404,burning building,2.0
3043,beirut,2.0
3046,ailul al aswad,1.0
3047,plo,3.0
3048,bomb constructor,2.0
3049,baader-meinhof group,1.0
3052,olympian village,1.0
7269,labor pain,2.0
14549,loss of job,4.0
227863,bearer bonds,1.0
227864,comeuppance,1.0
8807,special olympics,1.0
8979,nacktrevue,1.0
194610,variety,1.0
4247,beehive,6.0
191073,luxo lamps,1.0
191074,beach ball,1.0
191075,father and child,1.0
156203,sketch comedy,1.0
6955,parkour,8.0
162913,broken down car,2.0
163303,scary,2.0
179423,stormy night,3.0
197492,psychology student,1.0
198358,vicious dog,1.0
174149,new world,2.0
15022,text message,4.0
185332,long distance relationship,4.0
215470,treasure hunter,3.0
221122,eternal life,1.0
180798,food rationing,3.0
206082,unexploded bomb,1.0
229186,bonnie prince charlie,1.0
180940,chinese man,2.0
185240,old movie,1.0
185241,film editor,2.0
4339,johannesburg,3.0
7808,kral,1.0
215680,kleptomaniac,1.0
156149,doberman,5.0
157958,hostel,1.0
198438,elite club,1.0
198441,fingers,1.0
14647,man child,6.0
167772,game tester,1.0
192129,haunt,2.0
18524,refrigerator,6.0
196684,revolutionary war,1.0
193924,adulteress,4.0
206416,cable car,3.0
238013,facial disfigurement,1.0
238250,aversion to mirrors,1.0
238251,love letters,1.0
161196,farm house,6.0
225943,beastiality,2.0
10537,escaped patient,1.0
219390,quatermass,1.0
209945,tom boy,1.0
2628,site of pilgrimage,2.0
6312,white rose,1.0
6313,flyer,1.0
188072,mortgage,3.0
234551,film in a film,1.0
222311,islanders,1.0
208726,expressionistic,1.0
10056,charles manson,4.0
204364,helter skelter,1.0
1348,animateur,1.0
157433,stuntwoman,1.0
157434,stuntperson,1.0
158419,nuclear fallout,2.0
192312,foreign correspondent,4.0
166490,troubled marriage,9.0
207514,rock and roll star,1.0
1515,block party,2.0
1516,megaphone,2.0
193923,sorbonne,1.0
165287,firing squad,5.0
173386,cthulhu,2.0
220084,grayscale,1.0
11174,potter,2.0
157984,prediction,5.0
158022,cargo ship,6.0
155584,firewall,1.0
33797, ryman auditorium,1.0
33775,book editor,3.0
154890,head blown off,1.0
163569,pistol whip,2.0
167536,shot in the shoulder,6.0
168531,child uses gun,1.0
168534,ankle holster,1.0
168539,breaking finger,1.0
180436,hemophagia,1.0
180439,stamina,1.0
180441,antigen,1.0
180447,biological warfare,4.0
180464,lab technician,1.0
180465,rooftop fight,1.0
180466,gravity,2.0
180467,light sensitivity,1.0
154896,sea turtle,3.0
166971,shrimp,3.0
180577,manta ray,1.0
182147,underwater photography,3.0
211539,tiger shark,1.0
211540,barracuda,1.0
232411,people change,1.0
7784,hotel mom,1.0
214633,living with parents,1.0
173776,iron man,9.0
236181,avenger,2.0
9017,westfront,1.0
11152,life insurance,2.0
211384,non-narrative,1.0
6292,jordan,3.0
191093,colorado territory,1.0
7525,chancellor,1.0
11476,personification of satan,1.0
158456,masked vigilante,7.0
198331,vengeful spirit,1.0
214978,vengeful,2.0
168481,disguised voice,2.0
159350,lobby,2.0
209121,lung cancer,3.0
219731,nicotine,2.0
1929,bank manager,6.0
11669,multiple time frames,1.0
206230,eutanasia,1.0
6137,assurance,3.0
238207,graphic violence,2.0
238534,human monster,1.0
41538,turns into animal,5.0
188629,double exposure effects,1.0
200777,motion pictures,1.0
206549,genre film,1.0
214592,film clips,2.0
1776,stasi,3.0
2930,freedom of speech,4.0
2935,house search,1.0
18457,minister for education,1.0
206304,mfs,1.0
3360,husky,2.0
3362,kayak,1.0
186822,old mill,1.0
226755,spirit healer,1.0
41611,martyrdom,3.0
177026,french court,2.0
228492,film within a film,5.0
155759,horse racing,6.0
156573,slevin,1.0
156574,caso,1.0
179450,black men,6.0
10378,venture capital,1.0
196171,health inspector,1.0
196172,food intoxication,1.0
161693,soho london,1.0
161694,playing god,1.0
161705,jacuzzi,4.0
18409,mental patient,4.0
9202,isle of white,1.0
157645,slug,1.0
157661,bodily dismemberment,3.0
34052,homerun,1.0
2654,methadone programme,2.0
40932,dream interpretation,2.0
229774,french gestapo,1.0
229775,maquis,1.0
7023,riesen-ipod,1.0
5483,coffee shop,6.0
211669,photo studio,1.0
212404,verbal abuse,1.0
173141,carried on shoulders,1.0
173147,lights out,1.0
173155,asian horror,2.0
9248,bühnenauftritt,1.0
8490,castingshow,1.0
8492,image campaign,1.0
208385,sleeper agent,1.0
5546,hannover,1.0
157224,boots,1.0
8847,tempel,2.0
4699,hard drive,1.0
4700,e-mail,3.0
4701,decipherment,1.0
206214,pannonian plain,1.0
5477,mistake,4.0
2841,lilac,1.0
181602,renovation,5.0
166947,san fernando valley,2.0
7125,hiding in a garbage container,2.0
7949,racoon,1.0
8734,art school,4.0
2581,giant wave,3.0
2969,curator,1.0
2970,symbologist,1.0
2975,opus dei,1.0
2978,mona lisa,3.0
4008,freemason,2.0
161507,cryptologist,3.0
158427,pool table,3.0
215485,condominium,1.0
4945,wrecker,1.0
4946,porsche,5.0
220322,stagecoach driver,1.0
228898,incriminate,1.0
191012,arabian nights,2.0
15112,naive,2.0
4132,birthmark,3.0
8944,ordensbruder,1.0
8945,ringer,1.0
15021,mysterious letter,2.0
191100,romantic drama,14.0
192966,passage of time,2.0
11390,liposuction,1.0
161550,dying woman,3.0
193719,missing woman,2.0
238710,devil worshipers,1.0
238711,being followed,1.0
3488,job entrant,1.0
1461,compass,2.0
9188,nixe,1.0
7359,bistrot,2.0
4058,eye ball,1.0
180052,bride and groom,3.0
180059,death of king,1.0
180061,applause,1.0
5622,bern,2.0
190444,test pilot,6.0
12359,policewoman killing,3.0
160194,night vision,4.0
